owner_group,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,PARTY TYPE,DOC. TYPE,DOC. DATE
New York University,Manhattan,550,18,62,WASHINGTON MEWS,1,,
New York University,Manhattan,550,30,18,EAST 8TH   STREET,1,,
New York University,Manhattan,550,16,58,WASHINGTON MEWS,1,,
New York University,Manhattan,550,24,6,EAST 8TH   STREET,1,,
New York University,Manhattan,550,32,22,EAST 8TH   STREET,1,,
New York University,Manhattan,1373,1338,425,MAIN STREET,1,,
Columbia University,Manhattan,1998,17,615,WEST 131 STREET,2,,
Columbia University,Manhattan,1998,16,633,WEST 131 STREET,2,,
New York University,Manhattan,1373,1514,425,MAIN STREET,1,DEED,08/22/2012
New York University,Manhattan,1393,1001,,,2,DEED,12/31/1998
Columbia University,Manhattan,1883,18,,,1,,
New York University,Manhattan,1373,1509,425,MAIN STREET,1,DEED,07/18/2012
New York University,Brooklyn,1151,74,187,PROSPECT PLACE,1,,
New York University,Manhattan,912,1152,200,EAST 32ND   STREET,2,,
New York University,Manhattan,1373,1442,425,MAIN STREET,1,DEED,09/24/2008
New York University,Manhattan,535,33,13,WEST THIRD STREET,2,,
New York University,Manhattan,52,8,133,GREENWICH STREET,2,,
New York University,Queens,2282,2,45-43,49 STREET,1,,
New York University,Manhattan,939,34,,,1,DEED,05/23/1997
Columbia University,Manhattan,33,34,,,2,,
Columbia University,Manhattan,33,10,,,2,,
Columbia University,Manhattan,33,41,,,2,,
Columbia University,Manhattan,33,33,,,2,,
Columbia University,Manhattan,33,1,,,2,,
Columbia University,Manhattan,1996,50,632,WEST 130TH ST.,2,,
Columbia University,Manhattan,1865,1,1021,AMSTERDAM AVENUE,2,,
New York University,Manhattan,930,20,,,2,DEED,
New York University,Manhattan,918,1013,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1011,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1012,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1003,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1002,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1009,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1014,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1010,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1001,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1004,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1005,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Queens,5632,36,48-20,196 PLACE,1,DEED,02/09/2005
Columbia University,Manhattan,1884,11,,,2,DEED,
Pratt Institute,Brooklyn,1933,70,372,DE KALB AVENUE,2,,
New York University,Manhattan,1373,1473,425,MAIN STREET,1,DEED,07/20/2012
Columbia University,Queens,16295,30,417,BEACH 144 STREET,1,DEED,05/12/2008
New York University,Brooklyn,476,1096,505,COURT STREET,2,,
The New School,Brooklyn,301,35,,,2,,
New York University,Manhattan,1373,1391,425,MAIN STREET,2,DEED,08/09/2007
New York University,Queens,7167,3,73-43,179 STREET,2,,
New York University,Bronx,3228,49,,,1,DEED,07/30/1973
New York University,Bronx,3228,32,,,1,DEED,07/30/1973
New York University,Bronx,3234,25,,,1,DEED,07/30/1973
New York University,Bronx,3224,34,,,1,DEED,07/30/1973
New York University,Bronx,3232,103,,,1,DEED,07/30/1973
New York University,Bronx,3224,15,,,1,DEED,07/30/1973
New York University,Bronx,3224,50,,,1,DEED,07/30/1973
New York University,Bronx,3228,39,,,1,DEED,07/30/1973
New York University,Bronx,3228,58,,,1,DEED,07/30/1973
New York University,Bronx,3228,34,,,1,DEED,07/30/1973
New York University,Bronx,3234,28,,,1,DEED,07/30/1973
New York University,Bronx,3224,36,,,1,DEED,07/30/1973
New York University,Bronx,3223,1,,,1,DEED,07/30/1973
New York University,Bronx,3224,37,,,1,DEED,07/30/1973
New York University,Bronx,3228,63,,,1,DEED,07/30/1973
New York University,Bronx,3232,102,,,1,DEED,07/30/1973
New York University,Bronx,3232,78,,,1,DEED,07/30/1973
New York University,Bronx,3217,1,,,1,DEED,07/30/1973
New York University,Bronx,3224,41,,,1,DEED,07/30/1973
New York University,Bronx,3232,108,,,1,DEED,07/30/1973
New York University,Bronx,3217,6,,,1,DEED,07/30/1973
New York University,Bronx,3236,25,,,1,DEED,07/30/1973
New York University,Bronx,3224,7,,,1,DEED,07/30/1973
New York University,Bronx,3220,35,,,1,DEED,07/30/1973
New York University,Bronx,3224,42,,,1,DEED,07/30/1973
New York University,Bronx,3232,70,,,1,DEED,07/30/1973
New York University,Bronx,3224,46,,,1,DEED,07/30/1973
New York University,Bronx,3224,44,,,1,DEED,07/30/1973
New York University,Bronx,3224,39,,,1,DEED,07/30/1973
New York University,Bronx,3232,110,,,1,DEED,07/30/1973
New York University,Bronx,3228,33,,,1,DEED,07/30/1973
New York University,Bronx,3228,41,,,1,DEED,07/30/1973
New York University,Bronx,3224,9,,,1,DEED,07/30/1973
New York University,Bronx,3224,1,,,1,DEED,07/30/1973
New York University,Bronx,3228,62,,,1,DEED,07/30/1973
New York University,Bronx,3217,4,,,1,DEED,07/30/1973
New York University,Manhattan,1373,1393,425,MAIN STREET,1,,
Columbia University,Manhattan,1885,50,,,2,DEED,
New York University,Manhattan,1373,1474,425,MAIN STREET,1,,
New York University,Manhattan,1373,1468,425,MAIN STREET,1,DEED,10/26/2012
New York University,Bronx,3221,36,,,1,DEED,07/30/1973
New York University,Bronx,3221,37,,,1,DEED,07/30/1973
New York University,Manhattan,1373,1379,425,MAIN STREET,1,,
New York University,Manhattan,173,1004,66,LEONARD STREET,1,,
The New School,Manhattan,870,1112,10,UNION SQUARE EAST,2,,
New York University,Manhattan,1373,1476,425,MAIN STREET,1,,
Columbia University,Manhattan,1996,14,637,WEST 125 STREET,2,DEEDO,10/27/2006
New York University,Manhattan,1555,1122,,,2,,
Fordham University,Bronx,3273,102,401,EAST FORDHAM ROAD,1,,
Pratt Institute,Brooklyn,1918,100,,,2,DEED,04/10/1984
Pratt Institute,Brooklyn,1918,50,,,2,DEED,04/10/1984
Pratt Institute,Brooklyn,1918,1,,,2,DEED,04/10/1984
Pratt Institute,Brooklyn,1919,2,,,2,DEED,04/10/1984
New York University,Manhattan,1377,5,,,1,,
New York University,Queens,6609,60,,,2,,
Columbia University,Manhattan,2050,65,,,2,,
Columbia University,Manhattan,1896,9,,,1,,
Columbia University,Manhattan,1896,36,,,1,,
Pratt Institute,Manhattan,866,39,,,1,DEED,
Pratt Institute,Manhattan,886,23,164,LEXINGTON AVENUE,1,,
Pratt Institute,Manhattan,886,21,160,LEXINGTON AVENUE,1,,
Pratt Institute,Manhattan,886,18,,,1,,
The New School,Manhattan,1215,53,150,WEST   85 STREET,1,,
New York University,Manhattan,397,1105,240,EAST HOUSTON STREET,1,,
New York University,Queens,1486,51,40-44,76 STREET,2,DEED,06/01/1983
New York University,Manhattan,1608,5,,,1,,
Columbia University,Manhattan,1997,27,603-7,WEST 130TH STREET,2,DEED COR,02/15/2006
New York University,Manhattan,1373,1380,425,MAIN STREET,2,DEED,05/31/2007
Columbia University,Manhattan,2123,81,49,AUDUBON AVENUE,2,DEED,01/31/2005
The New School,Manhattan,571,1501,10,EAST 14 STREET,1,,
Columbia University,Manhattan,1882,8,,,1,,
New York University,Manhattan,632,1111,,,2,,
Columbia University,Manhattan,1120,1,,,2,,
Columbia University,Manhattan,1895,27,,,2,DEED,
Columbia University,Manhattan,1843,61,975,COLUMBUS AVENUE,2,DEED,07/01/2009
New York University,Manhattan,540,22,,,1,,
New York University,Manhattan,540,21,,,1,,
New York University,Manhattan,540,17,,,1,,
New York University,Manhattan,540,20,,,1,,
New York University,Manhattan,540,16,,,1,,
New York University,Manhattan,1218,52,,,2,,
Columbia University,Manhattan,2123,80,47,AUDUBON AVE,2,,
Columbia University,Manhattan,2123,82,51,AUDUBON AVE,2,,
St. John's University,Queens,6715,36,147-06,UNION TURNPIKE,2,DEEDO,08/10/2005
Pratt Institute,Brooklyn,1924,14,257,CLASSON AVENUE,1,,
New York University,Manhattan,1373,1403,425,MAIN STREET,1,DEED,10/03/2007
The New School,Manhattan,850,1337,280,PARK AVENUE SOUTH,2,,
Fordham University,Manhattan,1375,46,,,1,,
Columbia University,Manhattan,1875,10,2701,BROADWAY,1,,
Columbia University,Manhattan,1875,53,2709,BROADWAY,1,,
New York University,Manhattan,537,30,,,1,DEED,
New York University,Manhattan,1373,1487,425,MAIN STREET,1,DEED,09/01/2007
Columbia University,Manhattan,1986,10,555,WEST 131ST ST,1,,
Columbia University,Manhattan,1986,1,3260,BROADWAY,1,,
Columbia University,Manhattan,1986,65,3280-90,BROADWAY,1,,
Columbia University,Manhattan,1986,30,3270,BROADWAY,1,,
New York University,Manhattan,918,1017,240,EAST 38TH   STREET,2,DEED,12/21/2011
Fordham University,Bronx,3273,318,,,1,DEED,08/16/1974
New York University,Manhattan,1607,59,10,EAST 102 STREET,2,,
Columbia University,Manhattan,1410,33,,,2,,
Columbia University,Manhattan,1996,16,633,WEST 125 STREET,2,DEED COR,05/25/2006
New York University,Manhattan,550,26,,,2,,
New York University,Manhattan,550,3,,,2,,
New York University,Manhattan,550,2,,,2,,
New York University,Manhattan,931,26,,,2,DEED,
Fordham University,Bronx,3273,321,,,2,DEED,01/27/1967
Columbia University,Manhattan,1158,1567,200,WEST END AVENUE,1,,
New York University,Manhattan,541,8001,40,WASHINGTON SQUARE S,1,,
Columbia University,Manhattan,1961,31,,,1,,
Columbia University,Manhattan,1961,61,,,1,,
Columbia University,Manhattan,1961,44,,,1,,
Columbia University,Manhattan,1961,26,,,1,,
New York University,Manhattan,547,20,15,WASHINGTON PLACE,2,,
New York University,Manhattan,546,31,4,WASHINGTON PLACE,2,,
New York University,Manhattan,1115,1181,25,CENTRAL PARK WEST,1,,
Columbia University,Manhattan,1884,154,,,2,,
New York University,Manhattan,1438,308,,,2,,
Columbia University,Manhattan,2124,17,,,1,DEED,
Columbia University,Manhattan,2124,21,,,1,DEED,
Fordham University,Bronx,3273,236,,,2,DEED,01/31/2001
New York University,Manhattan,1373,1483,425,MAIN STREET,1,DEED,09/12/2007
Columbia University,Manhattan,2139,275,,,2,DEED,
New York University,Manhattan,100,12,8,SPRUCE STREETT,1,,
Columbia University,Manhattan,2094,32,,BROADWAY,1,,
New York University,Manhattan,535,49,,,1,DEED,
New York University,Manhattan,535,52,,,1,DEED,
New York University,Manhattan,535,43,,,1,DEED,
New York University,Manhattan,535,57,,,1,DEED,
New York University,Manhattan,535,56,,,1,DEED,
New York University,Manhattan,535,55,,,1,DEED,
New York University,Manhattan,535,50,,,1,DEED,
New York University,Manhattan,535,47,,,1,DEED,
New York University,Manhattan,535,48,,,1,DEED,
Columbia University,Manhattan,2094,29,3589,BROADWAY,1,,
New York University,Manhattan,798,1303,158,WEST 23RD STREET,2,,
The New School,Manhattan,1171,1236,,,2,,
New York University,Manhattan,1373,1369,425,MAIN STREET,1,DEED,09/10/2007
New York University,Manhattan,540,24,230,SULLIVAN STREET,2,DEED,05/16/1983
New York University,Manhattan,936,8,656,1 AVENUE,1,,
Pratt Institute,Brooklyn,1905,1002,524,MYRTLE AVENUE,1,DEED,11/09/2011
New York University,Brooklyn,5047,74,231,WINTHROP STREET,2,,
New York University,Manhattan,1397,1340,,,2,,
Columbia University,Manhattan,1019,41,,,2,,
New York University,Brooklyn,2316,1,1,NORTH    7 STREET,2,,
New York University,Brooklyn,2308,1,,,2,,
New York University,Manhattan,1373,1460,425,MAIN STREET,1,DEED,12/22/2011
New York University,Manhattan,1373,1471,425,MAIN STREET,1,DEED,09/12/2012
Columbia University,Manhattan,1258,42,,,2,,
Pratt Institute,Brooklyn,1918,51,,HALL STREET,1,DEED,05/12/1983
Pratt Institute,Brooklyn,1918,18,265,WASHINGTON AVENUE,1,DEED,05/12/1983
Columbia University,Manhattan,1895,75,,,1,,
Columbia University,Manhattan,1895,78,,,1,,
New York University,Manhattan,1889,1267,845,WEST END AVENUE,2,DEED,02/27/2012
Columbia University,Manhattan,1158,1609,200,WEST END AVENUE,1,,
Columbia University,Manhattan,2120,33,2042,AMSTERDAM AVENUE,1,,
Columbia University,Manhattan,1895,1,,,2,,
Columbia University,Manhattan,1896,87,,,2,DEED,
New York University,Manhattan,936,4222,330,EAST   33 STREET,1,,
The New School,Manhattan,575,72,,,2,DEED,
Fordham University,Bronx,3273,243,,,2,,
New York University,Manhattan,524,1,501,LA GUARDIA PLACE,1,,
New York University,Manhattan,602,1074,1,MORTON SQUARE,1,,
Columbia University,Manhattan,1497,48,60,EAST 86TH   STREET,2,,
New York University,Manhattan,1512,1126,1474,3 AVENUE,2,,
Columbia University,Manhattan,1332,37,,,1,,
Columbia University,Manhattan,1019,24,,,1,,
Columbia University,Manhattan,2180,87,,,1,,
Columbia University,Manhattan,1019,46,,,1,,
Columbia University,Manhattan,1019,49,,,1,,
New York University,Manhattan,573,18,48,WEST 10TH STREET,2,DEED,10/29/2004
New York University,Manhattan,51,15,,,1,,
New York University,Manhattan,531,1006,692,BROADWAY,1,,
St. John's University,Queens,6715,34,147-10,UNION TURNPIKE,2,DEEDO,08/10/2005
New York University,Manhattan,230,1304,15,MERCER STREET,2,,
New York University,Queens,21,1034,46-30,CENTER BOULEVARD,2,,
New York University,Manhattan,1373,1364,425,MAIN STREET,1,DEED,01/14/2013
Columbia University,Manhattan,1995,63,564,RIVERSIDE DRIVE,2,DEED,03/09/1992
New York University,Manhattan,541,31,89,WEST 3 STREET,1,,
New York University,Manhattan,541,1002,245,SULLIVAN ST,1,,
New York University,Manhattan,541,1001,245,SULLIVAN ST,1,,
New York University,Manhattan,1373,1435,425,MAIN STREET,1,,
Columbia University,Manhattan,1937,43,224,WEST 132 STREET,2,,
New York University,Queens,7761,150,222-10,77 AVENUE,2,,
Columbia University,Manhattan,1364,5,,,2,,
Fordham University,Bronx,3273,265,585,EAST FORDHAM ROAD,2,DEED,04/23/2009
Columbia University,Manhattan,2124,39,1146,ST NICHOLAS AVENUE,1,,
Columbia University,Manhattan,2124,33,554,WEST 168 STREET,1,,
Columbia University,Manhattan,2124,35,1148,ST NICHOLAS AVENUE,1,,
Columbia University,Manhattan,2124,25,40,AUDUBON AVENUE,1,,
Pratt Institute,Brooklyn,1905,1001,524,MYRTLE AVENUE,1,DEED,11/09/2011
Columbia University,Manhattan,35,32,,,2,DEED,
St. John's University,Brooklyn,271,1,,,1,,
St. John's University,Brooklyn,271,47,,,1,,
Columbia University,Bronx,5789,33,3260,HENRY HUDSON PARKWAY,2,DEED,07/03/2008
New York University,Manhattan,1377,1104,1,EAST   62 STREET,1,,
Columbia University,Manhattan,2141,17,4070-076,BROADWAY,2,,
Columbia University,Manhattan,1884,10,,,2,DEED,
New York University,Manhattan,1373,1488,425,MAIN STREET,1,DEED,08/28/2007
New York University,Queens,1461,29,35-48,88 STREET,1,,
New York University,Manhattan,525,45,,,2,DEED,
New York University,Manhattan,525,46,,,2,DEED,
New York University,Brooklyn,286,1401,175,PACIFIC ST,2,DEED,09/28/2006
New York University,Manhattan,1373,1457,425,MAIN STREET,1,,
Columbia University,Manhattan,1997,30,3247,BROADWAY,2,DEED COR,09/22/2008
Columbia University,Manhattan,816,5,,,1,,
Columbia University,Manhattan,816,4,,,1,,
Columbia University,Manhattan,816,1,,,1,,
Columbia University,Manhattan,816,6,,,1,,
Fordham University,Bronx,3273,638,,,2,DEED,05/31/2001
Columbia University,Manhattan,1341,33,,,1,DEED,
New York University,Manhattan,1171,4357,60,RIVERSIDE BOULEVARD,2,,
The New School,Manhattan,571,27,,EAST 12TH   STREET,2,DEED,11/01/2007
New York University,Queens,1842,18,,,2,,
New York University,Manhattan,537,17,68,WEST    3 STREET,2,,
Columbia University,Manhattan,1885,20,,,2,DEED,
The New School,Manhattan,1012,29,560,7 AVENUE,1,DEED,04/03/2014
Fordham University,Bronx,3273,343,,,2,DEED,04/01/1970
Columbia University,Manhattan,1997,56,638,WEST 131 STREET,2,DEED,12/15/2004
Columbia University,Manhattan,1993,43,,,2,,
New York University,Manhattan,996,21,,,1,DEED,
New York University,Manhattan,546,3,,,1,,
New York University,Manhattan,642,1157,99,JANE STREET,2,DEED,04/18/2007
New York University,Brooklyn,1103,56,455,15 STREET,2,,
Columbia University,Manhattan,1997,48,622,WEST 131ST ST.,2,,
Columbia University,Manhattan,2074,32,1664,AMSTERDAM AVENUE,2,,
Columbia University,Manhattan,1883,42,,,2,DEED,
New York University,Manhattan,790,1103,,,2,DEED,01/04/2002
New York University,Manhattan,594,1393,505,GREENWICH STREET,2,DEED,05/20/2008
Columbia University,Manhattan,1891,42,,,2,,
New York University,Manhattan,939,38,,,2,,
Columbia University,Manhattan,1997,52,630-634,W 131ST STREET,2,DEEDO,03/28/2006
Columbia University,Manhattan,1029,53,1790,BROADWAY,1,,
New York University,Manhattan,939,1001,303,EAST 33RD   STREET,1,,
Columbia University,Manhattan,1501,20,,,1,,
Columbia University,Manhattan,1896,55,,,2,DEED,
Columbia University,Manhattan,1995,31,3205-19,BROADWAY,1,,
New York University,Manhattan,546,15,,,1,,
New York University,Manhattan,546,20,,,1,,
Columbia University,Manhattan,1996,29,3221,BROADWAY,1,,
Columbia University,Manhattan,1996,18,627,WEST 129 STREET,1,,
Columbia University,Manhattan,1996,36,3233,BROADWAY,1,,
Columbia University,Manhattan,1996,21,613,WEST 129 STREET,1,,
Columbia University,Manhattan,1996,34,3229,BROADWAY,1,,
Columbia University,Manhattan,1996,23,603,WEST 129 STREET,1,,
Columbia University,Manhattan,1996,15,635,WEST 125 STREET,1,,
Columbia University,Manhattan,1996,20,623,WEST 129 STREET,1,,
New York University,Brooklyn,2659,35,639,MORGAN AVENUE,2,,
The New School,Brooklyn,963,80,173,GARFIELD PLACE,2,,
The New School,Manhattan,1012,32,,,2,,
New York University,Manhattan,99999,1,,,1,,
New York University,Manhattan,1186,78,387,WEST END AVENUE,2,,
Columbia University,Queens,2488,33,73-52,52 DRIVE,2,,
New York University,Manhattan,931,24,433,FIRST AVENUE,2,,
New York University,Manhattan,1373,1456,425,MAIN STREET,2,DEED,07/16/2007
Columbia University,Manhattan,1882,61,2852,BROADWAY,2,,
Columbia University,Manhattan,1895,23,,,1,,
Fordham University,Manhattan,1133,11,,,1,DEED,
Columbia University,Manhattan,1883,57,,,1,,
Columbia University,Manhattan,1885,27,,,2,DEED,
Fordham University,Bronx,3056,14,2428,LORILLARD PLACE,2,DEED,08/22/1989
New York University,Manhattan,190,1442,,,2,,
New York University,Brooklyn,131,25,101,TECH PLACE,2,,
New York University,Brooklyn,142,1002,94,TECH PLACE,2,,
New York University,Manhattan,879,1102,310,THIRD AVENUE,1,,
New York University,Manhattan,879,1103,310,THIRD AVENUE,1,,
New York University,Manhattan,879,1101,310,THIRD AVENUE,1,,
Columbia University,Manhattan,1158,1545,200,WEST END AVENUE,2,DEED,03/26/2008
Columbia University,Manhattan,1867,43,,,1,,
Columbia University,Manhattan,1867,44,,,1,,
Columbia University,Manhattan,1867,42,,,1,,
New York University,Manhattan,602,1119,1,MORTON SQUARE,1,,
Fordham University,Bronx,3153,9,,,2,,
Fordham University,Manhattan,746,9,355,WEST   22 STREET,2,DEED,08/14/1990
New York University,Manhattan,541,30,,,1,DEED,11/14/2000
New York University,Manhattan,541,28,,,1,DEED,11/14/2000
New York University,Manhattan,547,18,285,MERCER STREET,1,,
New York University,Manhattan,547,15,12-16,WAVERLY PLACE,1,,
Columbia University,Manhattan,2004,12,2276,JOE DIMAGGIO HIGHWAY,2,,
New York University,Queens,1175,19,32-28,80 STREET,2,DEED,12/02/1987
New York University,Manhattan,944,22,671,1 AVENUE,2,,
New York University,Manhattan,862,1115,14,EAST 33 STREET,1,,
Columbia University,Manhattan,1881,1,255-261,WEST 109TH ST.,2,,
Columbia University,Manhattan,1881,3,2824-826,BROADWAY,2,,
Columbia University,Manhattan,1881,56,550,CATHEDRAL PARKWAY,2,,
Columbia University,Manhattan,1881,4,2828-834,BROADWAY,2,,
Columbia University,Manhattan,1881,6,253,WEST 109TH ST,2,,
Pratt Institute,Brooklyn,1893,10,89,GRAND AVENUE,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,13,83,GRAND AVENUE,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,40,84,STEUBEN STREET,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,11,85,GRAND AVENUE,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,43,,STEUBEN STREET,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,42,,STEUBEN STREET,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,41,,STEUBEN STREET,2,DEED,04/03/2006
Columbia University,Manhattan,1889,66,,,2,,
Fordham University,Manhattan,894,61,,,1,DEED,
New York University,Brooklyn,2340,1556,2,NORTHSIDE PIERS,2,,
New York University,Bronx,5752,121,2,RIVER AVENUE,1,,
Columbia University,Manhattan,1997,40,604-614,WEST 131 STREET,2,DEED COR,05/12/2009
The New School,Manhattan,870,1052,10,UNION SQUARE EAST,2,DEED,03/24/1988
Columbia University,Manhattan,1885,3,,,2,DEED,
Columbia University,Manhattan,886,31,,,2,,
New York University,Manhattan,847,24,874,BROADWAY,2,,
New York University,Manhattan,642,1169,99,JANE STREET,1,,
Columbia University,Manhattan,78,20,,,1,,
New York University,Manhattan,1377,1106,1,EAST   62 STREET,1,,
New York University,Manhattan,1526,1068,201,E. 80TH STREET,2,,
Columbia University,Manhattan,1433,12,,,2,,
New York University,Manhattan,1253,1131,222,RIVERSIDE DRIVE,1,,
Columbia University,Manhattan,1997,14,625,WEST 130 STREET,2,,
Columbia University,Manhattan,1997,17,623,WEST 130 STREET,2,,
New York University,Brooklyn,312,44,241,KANE STREET,2,,
New York University,Manhattan,642,1176,,,1,,
New York University,Manhattan,642,1177,,,1,,
Columbia University,Manhattan,1895,164,,,2,DEED,
New York University,Manhattan,930,38,334,EAST   25 STREET,2,DEED,07/01/1993
New York University,Manhattan,552,24,,,2,DEED,11/14/2000
New York University,Manhattan,552,22,,,2,DEED,11/14/2000
New York University,Manhattan,1373,1469,425,MAIN STREET,1,DEED,01/14/2013
New York University,Manhattan,574,27,34,WEST   11 STREET,2,,
The New School,Manhattan,743,47,189,8 AVENUE,2,,
Columbia University,Manhattan,1885,61,,,2,DEED,
New York University,Manhattan,576,1514,59,WEST 12 STREET,2,,
Pratt Institute,Brooklyn,1903,7,,,1,,
New York University,Manhattan,538,27,58-60,WASHINGTON SQUARE SOUTH,1,,
Columbia University,Manhattan,1997,55,636,WEST 131 STREET,2,DEED COR,01/31/2005
New York University,Manhattan,1373,1506,425,MAIN STREET,2,DEED,09/06/2007
New York University,Manhattan,546,5,82,WASHINGTON SQUARE E,1,,
The New School,Manhattan,577,1003,72,5TH AVENUE,1,,
The New School,Manhattan,577,1004,72,5TH AVENUE,1,,
New York University,Manhattan,540,15,,,2,DEED,05/16/1983
New York University,Manhattan,1373,1508,425,MAIN STREET,1,DEED,03/28/2012
New York University,Manhattan,896,2,,,2,,
New York University,Manhattan,896,3,,,2,,
Columbia University,Manhattan,1995,26,3193-203,BROADWAY,2,DEEDO,06/08/2004
Columbia University,Manhattan,1997,64,2291,TWELFTH AVENUE,2,DEED COR,08/07/2007
New York University,Manhattan,898,1069,305,2 AVENUE,2,,
Columbia University,Bronx,5642,1064,7,DEEP WATER WAY,2,,
New York University,Manhattan,622,71,387*1/2,BLEECKER STREET,1,,
Columbia University,Manhattan,707,54,,,2,,
Columbia University,Manhattan,707,56,,,2,,
Columbia University,Manhattan,1237,1106,250,WEST   90 STREET,1,,
Columbia University,Manhattan,1997,47,620,WEST 131 STREET,2,DEED,12/15/2004
Fordham University,Bronx,3273,272,,,2,DEED,06/09/1967
Fordham University,Bronx,3273,208,2546,BELMONT AVENUE,1,,
Fordham University,Bronx,3273,209,2540,BELMONT AVENUE,1,,
Fordham University,Bronx,3273,332,2535,HUGHES AVENUE,1,,
New York University,Manhattan,1373,1482,425,MAIN STREET,1,DEED,04/10/2008
Columbia University,Manhattan,1158,1589,200,WEST END AVENUE,2,DEED,03/12/2008
Fordham University,Bronx,3273,287,,,2,,
Columbia University,Manhattan,1885,21,,,2,,
Columbia University,Manhattan,2112,39,,,2,DEED,
Fordham University,Bronx,3273,293,561-565,EAST FORDHAM ROAD,2,DEED,09/29/2004
New York University,Manhattan,1520,15,1382,LEXINGTON AVENUE,2,,
New York University,Manhattan,931,31,433,1 AVENUE,1,,
Pratt Institute,Brooklyn,1909,1,161,EMERSON PLACE,1,DEED,06/16/1992
New York University,Manhattan,790,19,,,2,,
New York University,Manhattan,1373,1341,425,MAIN STREET,1,DEED,06/17/2008
New York University,Manhattan,538,25,,,2,DEED,
Columbia University,Brooklyn,948,13,138,ST JOHNS PLACE,2,,
New York University,Manhattan,559,14,,,1,,
New York University,Manhattan,1373,1394,425,MAIN STREET,2,DEED,05/31/2007
Columbia University,Manhattan,1881,54,544-548,WEST 110TH ST.,2,,
Columbia University,Manhattan,1885,47,526,WEST 114TH STREET,1,DEED,06/04/2010
Fordham University,Bronx,3272,2,2855,SOUTHERN BLVD,2,,
New York University,Queens,1414,18,32-26,85 STREET,1,,
St. John's University,Queens,6715,32,147-14,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1962,70,1211,AMSTERDAM AVENUE,2,,
Columbia University,Manhattan,1962,38,435,WEST 119 STREET,2,,
Columbia University,Manhattan,1892,33,,,2,DEED,
Columbia University,Manhattan,1997,49,624,WEST 131 STREET,2,DEED COR,01/13/2000
Columbia University,Manhattan,1871,1045,245,WEST 99TH STREET,2,,
Fordham University,Manhattan,1578,17,529,EAST 81ST   STREET,2,,
Columbia University,Manhattan,1896,77,,,1,,
Columbia University,Manhattan,1884,15,,,2,DEED,
Columbia University,Manhattan,693,18,,,1,,
Columbia University,Manhattan,693,23,,,1,,
New York University,Manhattan,1375,67,795,FIFTH AVENUE,1,,
Columbia University,Manhattan,1035,25,,,1,,
The New School,Manhattan,571,14,,,1,,
Columbia University,Manhattan,1963,9,,,1,DEED,
Columbia University,Manhattan,1264,5,,,1,,
Columbia University,Manhattan,1265,1,,,1,,
New York University,Manhattan,573,13,,,2,DEED,12/07/1998
Columbia University,Manhattan,1085,36,,,1,,
New York University,Manhattan,939,54,,,2,DEED,
Pratt Institute,Brooklyn,1946,1,163,GREENE AVENUE,2,,
